timestamp,pattern,sti,lti
2025-06-25 14:30:31.546376,Ants,4200.0,7000.0
2025-06-25 14:30:31.546411,(SimilarityLink abamectin Ants),2800.0,0
2025-06-25 14:31:47.212866,Ants,3640.6999999999985,7000.0
2025-06-25 14:31:47.212904,(SimilarityLink abamectin Ants),2240.0,0
2025-06-25 14:31:47.212933,Botulinum,7689.48948948949,12815.815815815817
2025-06-25 14:31:47.212961,abamectin,1119.3,0
2025-06-25 14:31:47.212997,(SimilarityLink acetamiprid Botulinum),5126.326326326327,0
